brand,model,network_technology,t2G_bands,t3G_bands,t4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price,img_url,N/A
Apple,iPad mini 4,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 13(700)| 17(700)| 18(800)| 19(800)| 20(800)| 25(1900)| 26(850)| 28(700)| 29(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500) - Cellular version only,HSPA 42.2/5.76 Mbps  LTE-A Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2015  September,Available. Released 2015  September,203.2 x 134.8 x 6.1 mm (8.0 x 5.31 x 0.24 in),299,Wi-Fi),Nano-SIM/ Electronic SIM card (e-SIM),LED-backlit IPS LCD  capacitive touchscreen  16M colors,7.9 inches (~70.6% screen-to-body ratio),1536 x 2048 pixels (~324 ppi pixel density),iOS 9| upgradable to iOS 10.3.2,Dual-core 1.5 GHz Typhoon,Apple A8,PowerVR GX6450 (quad-core graphics),No,16/32/64/128 GB,2 GB RAM,8 MP| f/2.4| 32mm| autofocus,1.2 MP| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,4.0| A2DP| EDR,Yes with A-GPS GLONASS (3G/LTE model only),N/A,No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| compass| barometer,Non-removable Li-Ion 5124 mAh battery (19.1 Wh),Space Gray| Silver| Gold,360,http://cdn2.gsmarena.com/vv/bigpic/ipad-mini-41.jpg,N/A
Apple,iPad Air 2,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 13(700)| 17(700)| 18(800)| 19(800)| 20(800)| 25(1900)| 26(850)| 28(700)| 29(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500) - A1567,HSPA 42.2/5.76 Mbps  LTE-A Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014  October,Available. Released 2014  October,240 x 169.5 x 6.1 mm (9.45 x 6.67 x 0.24 in),437,Wi-Fi),Nano-SIM/ Electronic SIM card (e-SIM),LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~71.6% screen-to-body ratio),1536 x 2048 pixels (~264 ppi pixel density),iOS 8.1| upgradable to iOS 10.3.2,Triple-core 1.5 GHz Typhoon,Apple A8X,PowerVR GXA6850 (octa-core graphics),No,16/32/64/128 GB,2 GB RAM,8 MP| f/2.4| 31mm| autofocus| ,1.2 MP| f/2.2| 31mm| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,4.0| A2DP| EDR,Yes with A-GPS GLONASS (3G/LTE model only),N/A,No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| compass| barometer,Non-removable Li-Po 7340 mAh battery (27.62 Wh),Space Gray| Silver| Gold,440,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-air-2-new.jpg,N/A
Apple,iPad mini 3,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 13(700)| 17(700)| 18(800)| 19(800)| 20(800)| 25(1900)| 26(850) - A1600,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014  October,Available. Released 2014  October,200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in),331,Wi-Fi),Nano-SIM/ Electronic SIM card (e-SIM),LED-backlit IPS LCD capacitive touchscreen  16M colors,7.9 inches (~71.7% screen-to-body ratio),1536 x 2048 pixels (~324 ppi pixel density),iOS 8.1| upgradable to iOS 10.3.2,Dual-core 1.3 GHz Cyclone (ARM v8-based),Apple A7,PowerVR G6430 (quad-core graphics),No,16/64/128 GB,1 GB RAM DDR3,5 MP| f/2.4| 32mm| autofocus| ,1.2 MP| 720p@30fps| face detection| FaceTime over Wi-Fi or Cellular,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,4.0| A2DP| EDR,Yes with A-GPS GLONASS,N/A,No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| compass,Non-removable Li-Po 6470 mAh battery (24.3 Wh),Space Gray/Black| Silver/White| Gold,400,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-3-new.jpg,N/A
Apple,iPhone 6 Plus,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - A1522 (GSM)| A1522 (CDMA)| A1524,HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1522 (GSM)| A1522 (CDMA)| A1524,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 13(700)| 17(700)| 18(800)| 19(800)| 20(800)| 25(1900)| 26(850)| 28(700)| 29(700) - A1522 GSM| A1522 CDMA,HSPA 42.2/5.76 Mbps  LTE-A Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014  September,Available. Released 2014  September,158.1 x 77.8 x 7.1 mm (6.22 x 3.06 x 0.28 in),172,6.07,Nano-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,5.5 inches (~67.8% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),iOS 8| upgradable to iOS 10.3.2,Dual-core 1.4 GHz Typhoon (ARM v8-based),Apple A8,PowerVR GX6450 (quad-core graphics),No,16/64/128 GB,1 GB RAM DDR3,8 MP| f/2.2| 29mm| phase detection autofocus| OIS| dual-LED (dual tone) flash| ,1.2 MP| f/2.2| 31mm| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,4.0| A2DP| LE,Yes with A-GPS GLONASS,Yes (Apple Pay only),No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Po 2915 mAh battery (11.1 Wh),Space Gray| Silver| Gold,700,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg,N/A
Apple,iPhone 6,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - A1549 (GSM)| A1549 (CDMA)| A1586,HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1549 (GSM)| A1549 (CDMA)| A1586,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 13(700)| 17(700)| 18(800)| 19(800)| 20(800)| 25(1900)| 26(850)| 28(700)| 29(700) - A1549 GSM| A1549 CDMA,HSPA 42.2/5.76 Mbps  LTE-A Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014  September,Available. Released 2014  September,138.1 x 67 x 6.9 mm (5.44 x 2.64 x 0.27 in),129,4.55,Nano-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,4.7 inches (~65.8% screen-to-body ratio),750 x 1334 pixels (~326 ppi pixel density),iOS 8| upgradable to iOS 10.3.2,Dual-core 1.4 GHz Typhoon (ARM v8-based),Apple A8,PowerVR GX6450 (quad-core graphics),No,16/32/64/128 GB,1 GB RAM DDR3,8 MP| f/2.2| 29mm| phase detection autofocus| dual-LED (dual tone) flash| ,1.2 MP| f/2.2| 31mm| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,4.0| A2DP| LE,Yes with A-GPS GLONASS,Yes (Apple Pay only),No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Po 1810 mAh battery (6.9 Wh),Space Gray| Silver| Gold,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,N/A
Apple,iPad Air,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2013  October,Available. Released November 2013,240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in),469,Wi-Fi),Nano-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~71.6% screen-to-body ratio),1536 x 2048 pixels (~264 ppi pixel density),iOS 7| upgradable to iOS 10.3.2,Dual-core 1.3 GHz Cyclone (ARM v8-based),Apple A7,PowerVR G6430 (quad-core graphics),No,16/32/64/128 GB,1 GB RAM DDR3,5 MP| f/2.4| 33mm| autofocus| ,1.2 MP| 720p@30fps| face detection| FaceTime over Wi-Fi or Cellular,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| hotspot,4.0| A2DP| EDR,Yes with A-GPS GLONASS (3G/LTE model only),N/A,No,2.0| reversible connector,Accelerometer| gyro| compass,Non-removable Li-Po 8600 mAh battery (32.4 Wh),Space Gray| Silver,350,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-air.jpg,N/A
Apple,iPad mini 2,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 13(700)| 17(700)| 18(800)| 19(800)| 20(800)| 25(1900)| 26(850) - A1490,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2013  October,Available. Released 2013  November,200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in),331,Wi-Fi),Nano-SIM,LED-backlit IPS LCD capacitive touchscreen  16M colors,7.9 inches (~71.7% screen-to-body ratio),1536 x 2048 pixels (~324 ppi pixel density),iOS 7| upgradable to iOS 10.3.2,Dual-core 1.3 GHz Cyclone (ARM v8-based),Apple A7,PowerVR G6430 (quad-core graphics),No,16/32/64/128 GB,1 GB RAM DDR3,5 MP| f/2.4| 33mm| autofocus| ,1.2 MP|  720p@30fps| face detection| FaceTime over Wi-Fi or Cellular,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,4.0| A2DP| EDR,Yes with A-GPS GLONASS,N/A,No,2.0| reversible connector,Accelerometer| gyro| compass,Non-removable Li-Po 6470 mAh battery (24.3 Wh),Space Gray/Black| Silver/White,270,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-mini2.jpg,N/A
Apple,iPhone 5s,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - all models,HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1533 (GSM)| A1453,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 8(900)| 13(700)| 17(700)| 19(800)| 20(800)| 25(1900) - A1533 GSM| A1533 CDMA,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2013  September,Available. Released 2013  September,123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in),112,3.95,Nano-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,4.0 inches (~60.8% screen-to-body ratio),640 x 1136 pixels (~326 ppi pixel density),iOS 7| upgradable to iOS 10.3.2,Dual-core 1.3 GHz Cyclone (ARM v8-based),Apple A7,PowerVR G6430 (quad-core graphics),No,16/32/64 GB,1 GB RAM DDR3,8 MP| f/2.2| 29mm| autofocus| dual-LED (dual tone) flash| ,1.2 MP| f/2.4| 31mm| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,N/A,No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Po 1560 mAh battery (5.92 Wh),Space Gray| White/Silver| Gold,330,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg,N/A
Apple,iPhone 5c,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1532 (GSM)| A1532 (CDMA)| A1456,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 8(900)| 13(700)| 17(700)| 19(800)| 20(800)| 25(1900) - A1532 GSM| A1532 CDMA,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2013  September,Available. Released 2013  September,124.4 x 59.2 x 9 mm (4.90 x 2.33 x 0.35 in),132,4.66,Nano-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,4.0 inches (~59.9% screen-to-body ratio),640 x 1136 pixels (~326 ppi pixel density),iOS 7| upgradable to iOS 10.3.2,Dual-core 1.3 GHz Swift (ARM v7-based),Apple A6,PowerVR SGX 543MP3 (triple-core graphics),No,8/16/32 GB,1 GB RAM,8 MP| f/2.4| 33mm| autofocus| LED flash| ,1.2 MP| 720p@30fps| face detection| FaceTime over Wi-Fi or Cellular,Yes,Yes,N/A,4.0| A2DP| LE,Yes with A-GPS GLONASS,N/A,No,2.0| reversible connector,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 1510 mAh battery (5.73 Wh), White| Blue| Green| Yellow| Pink,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,N/A
Apple,iPad mini Wi-Fi,No cellular connectivity, N/A,N/A,N/A,N/A,No,No,2012  October. Released 2012  November,Discontinued,200 x 134.7 x 7.2 mm (7.87 x 5.30 x 0.28 in),308,10.86,No,LED-backlit IPS LCD capacitive touchscreen  16M colors,7.9 inches (~71.7% screen-to-body ratio),768 x 1024 pixels (~162 ppi pixel density),iOS 6| upgradable to iOS 9.3.5,Dual-core 1.0 GHz Cortex-A9,Apple A5,PowerVR SGX543MP2,No,16/32/64 GB,512 MB RAM,5 MP| autofocus| ,1.2 MP| 720p@30fps| face detection| FaceTime over Wi-Fi,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,4.0| A2DP| EDR,No,N/A,No,2.0| reversible connector,Accelerometer| gyro| compass,Non-removable Li-Po 4490 mAh battery (16.7 Wh),Black/Slate| White/Silver,200,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-final.jpg,N/A
Apple,iPad mini Wi-Fi + Cellular,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900  - A1454; A1455,HSDPA 850 / 900 / 1900 / 2100  - A1454; A1455,LTE band 4(1700/2100)| 17(700) - A1454,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2012  October. Released 2012  November,Discontinued,200 x 134.7 x 7.2 mm (7.87 x 5.30 x 0.28 in),312,11.01,Nano-SIM,LED-backlit IPS LCD capacitive touchscreen  16M colors,7.9 inches (~71.7% screen-to-body ratio),768 x 1024 pixels (~162 ppi pixel density),iOS 6| upgradable to iOS 9.3.5,Dual-core 1.0 GHz Cortex-A9,Apple A5,PowerVR SGX543MP2,No,16/32/64 GB,512 MB RAM,5 MP| autofocus,1.2 MP| 720p@30fps| face detection| FaceTime over Wi-Fi or Cellular,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,4.0| A2DP| EDR,Yes with A-GPS GLONASS,N/A,No,2.0| reversible connector,Accelerometer| gyro| compass,Non-removable Li-Po 4490 mAh battery (16.7 Wh),Black/Slate| White/Silver,300,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-final.jpg,N/A
Apple,iPad 4 Wi-Fi,No cellular connectivity, N/A,N/A,N/A,N/A,No,No,2012  October,Available. Released 2012  November,241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in),652,1.44,No,LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~65.1% screen-to-body ratio),1536 x 2048 pixels (~264 ppi pixel density),iOS 6| upgradable to iOS 10.3,Dual-core 1.4 GHz,Apple A6X,PowerVR SGX554MP4 (quad-core graphics),No,16/32/64/128 GB,1 GB RAM,5 MP| autofocus| ,1.2 MP| 720p@30fps| face detection| FaceTime over Wi-Fi,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,4.0| A2DP,No,N/A,No,2.0| reversible connector,Accelerometer| gyro| compass,Non-removable Li-Po 11560 mAh battery (42.5 Wh),Black| White,350,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,N/A
Apple,iPad 4 Wi-Fi + Cellular,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - A1459/ A1460,HSDPA 850 / 900 / 1900 / 2100 - A1459/ A1460,LTE band 4(1700/2100)| 17(700) - A1459,HSPA 42.2/5.76 Mbps  LTE  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2012  October,Available. Released 2012  November,241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in),662,1.46,Micro-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~65.1% screen-to-body ratio),1536 x 2048 pixels (~264 ppi pixel density),iOS 6| upgradable to iOS 10.3,Dual-core 1.4 GHz,Apple A6X,PowerVR SGX554MP4 (quad-core graphics),No,16/32/64/128 GB,1 GB RAM,5 MP| autofocus,1.2 MP| 720p@30fps| face detection| FaceTime over Wi-Fi or Cellular,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,N/A,No,2.0| reversible connector,Accelerometer| gyro| compass,Non-removable Li-Po 11560 mAh battery (42.5 Wh),Black| White,500,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,N/A
Apple,iPhone 5,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - GSM A1428,HSDPA 850 / 900 / 1700 / 1900 / 2100 - GSM A1428,LTE band 4(1700/2100)| 17(700) - GSM A1428,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2012  September,Available. Released 2012  September ,123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in),112,3.95,Nano-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,4.0 inches (~60.8% screen-to-body ratio),640 x 1136 pixels (~326 ppi pixel density),iOS 6| upgradable to iOS 10.3,Dual-core 1.3 GHz Swift (ARM v7-based),Apple A6,PowerVR SGX 543MP3 (triple-core graphics),No,16/32/64 GB,1 GB RAM DDR2,8 MP| f/2.4| 33mm| autofocus| LED flash| ,1.2 MP| f/2.4| 35mm| 720p@30fps| face detection| FaceTime over Wi-Fi or Cellular,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| hotspot,4.0| A2DP| LE,Yes with A-GPS GLONASS,N/A,No,2.0| reversible connector,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 1440 mAh battery (5.45 Wh),Black/Slate| White/Silver,340,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5-ofic.jpg,N/A
Apple,iPad 3 Wi-Fi + Cellular,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 4(1700/2100)| 17(700) - AT&T,HSPA 42.2/5.76 Mbps  LTE  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2012  March,Available. Released 2012  March 16th,241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in),662,1.46,Micro-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~65.1% screen-to-body ratio),1536 x 2048 pixels (~264 ppi pixel density),iOS 5.1| upgradable to iOS 9.3.5,Dual-core 1.0 GHz Cortex-A9,Apple A5X,PowerVR SGX543MP4 (quad-core graphics),No,16/32/64 GB,1 GB RAM,5 MP| autofocus| ,VGA| 480p@30fps| videocalling over Wi-Fi only,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| hotspot,4.0| A2DP,Yes with A-GPS,N/A,No,2,Accelerometer| gyro| compass,Non-removable Li-Po 11560 mAh battery (42.5 Wh),Black| White,400,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,N/A
Apple,iPad 3 Wi-Fi,No cellular connectivity, N/A,N/A,N/A,N/A,No,No,2012  March,Available. Released 2012  March 16th,241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in),652,1.44,No,LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~65.1% screen-to-body ratio),1536 x 2048 pixels (~264 ppi pixel density),iOS 5.1| upgradable to iOS 9.3.5,Dual-core 1.0 GHz Cortex-A9,Apple A5X,PowerVR SGX543MP4 (quad-core graphics),No,16/32/64 GB,1 GB RAM,5 MP| autofocus,VGA| 480p@30fps| videocalling over Wi-Fi only,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,4.0| A2DP,No,N/A,No,2,Accelerometer| gyro| compass,Non-removable Li-Po 11560 mAh battery (42.5 Wh),Black| White,290,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,N/A
Apple,iPhone 4s,GSM / CDMA / HSPA / EVDO,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,N/A,HSPA 14.4/5.76 Mbps,Yes,Yes,2011  October,Available. Released 2011  October,115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in),140,4.94,Micro-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,3.5 inches (~54.0% screen-to-body ratio),640 x 960 pixels (~330 ppi pixel density),iOS 5| upgradable to iOS 9.3.5,Dual-core 1.0 GHz Cortex-A9,Apple A5,PowerVR SGX543MP2,No,8/16/32/64 GB,512 MB RAM,8 MP| f/2.4| 35mm| autofocus| LED flash| ,VGA| 480p@30fps| videocalling over Wi-Fi and 3G,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP| LE,Yes with A-GPS GLONASS,N/A,No,2,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 1432 mAh battery (5.3 Wh),Black| White,190,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-4s-new.jpg,N/A
Apple,iPad 2 Wi-Fi + 3G,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,N/A,HSPA 14.4/2 Mbps,Yes,Yes,2011  March. Released 2011  March,Discontinued,241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in),607,1.34,Micro-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~65.1% screen-to-body ratio),768 x 1024 pixels (~132 ppi pixel density),iOS 4| upgradable to iOS 9.3.5,Dual-core 1.0 GHz Cortex-A9,Apple A5,PowerVR SGX543MP2,No,16/32/64 GB,512 MB RAM,0.7 MP,VGA,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,2.1| A2DP| EDR,Yes with A-GPS,N/A,No,2,Accelerometer| gyro| compass,Non-removable Li-Po 6930 mAh battery (25 Wh),Black| White,370,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad2-new.jpg,N/A
Apple,iPad 2 Wi-Fi,No cellular connectivity, N/A,N/A,N/A,N/A,No,No,2011  March. Released 2011  March,Discontinued,241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in),601,1.32,No,LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~65.1% screen-to-body ratio),768 x 1024 pixels (~132 ppi pixel density),iOS 4| upgradable to iOS 9.3.5,Dual-core 1.0 GHz Cortex-A9,Apple A5,PowerVR SGX543MP2,No,16/32/64 GB,512 MB RAM,0.7 MP,VGA,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,2.1| A2DP| EDR,No,N/A,No,2,Accelerometer| gyro| compass,Non-removable Li-Po 6930 mAh battery (25 Wh),Black| White,200,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad2-new.jpg,N/A
Apple,iPad 2 CDMA,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,N/A,EV-DO Rev.A 3.1 Mbps,No,No,2011  March. Released 2011  March,Discontinued,241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in),607,1.34,Mini-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~65.1% screen-to-body ratio),768 x 1024 pixels (~132 ppi pixel density),iOS 4| upgradable to iOS 9.2.1,Dual-core 1.0 GHz Cortex-A9,Apple A5,PowerVR SGX543MP2,No,16/32/64 GB,512 MB RAM,0.7 MP,VGA,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,2.1| A2DP| EDR,Yes with A-GPS,N/A,No,2,Accelerometer| gyro| compass,Non-removable Li-Po 6930 mAh battery (25 Wh),Black| White,200,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad2-new.jpg,N/A
Apple,iPhone 4,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,N/A,HSPA 7.2/5.76 Mbps,Class 10,Class 10,2010  June,Available. Released 2010  June,115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in),137,4.83,Micro-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,3.5 inches (~54.0% screen-to-body ratio),640 x 960 pixels (~330 ppi pixel density),iOS 4| upgradable to iOS 7.1.2,1.0 GHz Cortex-A8,Apple A4,PowerVR SGX535,No,8/16/32 GB,512 MB RAM,5 MP| f/2.8| autofocus| LED flash| ,VGA| 480p@30fps| videocalling over Wi-Fi only,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP,Yes with A-GPS,N/A,No,2,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 1420 mAh battery,Black| White,200,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-4-ofic-final.jpg,N/A
